,title,price,avg_rating,taste,score,brand,description,spirit_style,state,taste_list
783,Glenlivet Single Cask Pullman 20th,319.99,-1.0,None,-1,Glenlivet," Speyside, Scotland- Matured from 14 years in a European Oak butt. Sweet and soft aromas of honey, golden syrup and creamy vanilla. Lively citrus orange, spicy ginger marmalade, and cinnamon on the palate rounded off by soft notes of ripe pear. Finishes long and dry with delicate spice. ",Single Malt,Speyside,['none']
784,Glenlivet Winchester 50 Yr,31299.99,-1.0, Rich . Orange . Sherry . Cinnamon . Complex ,-1,Glenlivet," Speyside, Scotland - Aged entirely in first - fill ex- bourbon casks, it has a beautiful rich golden color. On the nose, it has a very soft vanilla and banana notes. On the palate, it has notes of caramel, allspice, honey, and dark fruits. ",Single Malt,,"[' rich', 'orange', 'sherry', 'cinnamon', 'complex ']"
785,Glenmorangie 18 Yr,119.99,4.8, Rich . Fruit . Nut . Long ,90,Glenmorangie," Wine Enthusiast -Highlands, Scotland- ""Layers of honey, flowers and light toffee...The palate entry is totally dry then turns bittersweet; at midpalate tastes of burnt apple crisp, orange zest, fudge and candied nuts appear. Finishes as grandly and stately as it began."" ",Single Malt,,"[' rich', 'fruit', 'nut', 'long ']"
786,Glenmorangie 18 Yr with 2 Glasses,120.99,-1.0,None,-1,Glenmorangie," Wine Enthusiast -Highlands, Scotland- ""Layers of honey, flowers and light toffee...The palate entry is totally dry then turns bittersweet; at midpalate tastes of burnt apple crisp, orange zest, fudge and candied nuts appear. Finishes as grandly and stately as it began."" ",Single Malt,,['none']
787,Glenmorangie 25 Yr,759.99,-1.0, Intense . Fruit . Herbal . Long ,91,Glenmorangie," Highlands, Scotland- Intense, sweet and mouth-coating with plums, blackberry, chocolate and coffee flavors and mint and herbal notes to cool warming spiciness of the long finish. ",Single Malt,Highland,"[' intense', 'fruit', 'herbal', 'long ']"
788,Glenmorangie Astar Scotch,89.99,5.0, Rich . Oak . Vanilla . Balanced ,93,Glenmorangie," Highlands, Scotland- Bourbony in character, with lashings of vanilla, new sawn oak and Refresher sweets. Like a bourbon with brashness taken out and malt's creamy subtlety added in. ",Single Malt,Highland,"[' rich', 'oak', 'vanilla', 'balanced ']"
789,Glenmorangie Bacalta,119.99,5.0,None,-1,Glenmorangie," Highland, Scotland- This Bacalta (Scots Gaelic for baked) is extra-matured in bespoke Malmsey Madeira casks, conveying enticing layers of complexity and sweetness to the whisky. ",Single Malt,Highland,['none']
790,Glenmorangie Grand Vintage 1989,699.99,-1.0, Rich . Oak . Citrus . Honey . Complex ,-1,Glenmorangie," Scotland- Scotch finished in a handful of Cote Rotie wine casks from the northern Rhone wine region of France. The Cote Rotie appellation is created from the co-fermentation of syrah and viognier grapes, bringing a soft and smooth spirit to life. ",Single Malt,Highland,"[' rich', 'oak', 'citrus', 'honey', 'complex ']"
791,Glenmorangie Grand Vintage 1990,629.99,-1.0, Rich . Orange . Vanilla . Honey . Complex ,-1,Glenmorangie," Highland, Scotland- Inaugural expression of the exclusive Bond House Collection celebrating the distillery's history. This expression is defined by its elegance and overflowing floral and fruity aromas. Aged for 25 years in ex-bourbon and ex-sherry casks. ",Single Malt,Highland,"[' rich', 'orange', 'vanilla', 'honey', 'complex ']"
792,Glenmorangie Lasanta,44.99,4.3, Rich . Orange . Chocolate . Balanced ,93,Glenmorangie," Highlands, Scotland- Lasanta means Warmth and Passion in Gaelic and that is what this single malt delivers. Sweet chocolate and toffee aromas lead into a full flavor containing hints of orange, walnut and butter toffee. Long finish, with spiced orange and chocolate hazelnut notes. ",Single Malt,Highland,"[' rich', 'orange', 'chocolate', 'balanced ']"
793,Glenmorangie Milsean,119.99,4.7,None,-1,Glenmorangie," Highlands, Scotland - Glenmorangie Milsean (Scots Gaelic for 'sweet things' and pronounced 'meel-shawn') is a single malt whisky full of intense candied fruit flavours and mouth-watering sweetness. ",Single Malt,Highland,['none']
794,Glenmorangie Nectar D'or,64.99,4.4, Rich . Citrus . Spice . Long ,95,Glenmorangie," Whisky Advocate-Highlands, Scotland- ""Lemonade, icing sugar, vanilla, nougat, and maple on the nose. Progressively sweeter. Rich and seet on the palate, notably fruity, with spicy orange and brittle toffee. Medium length finish, with milk chocolate-coated ginger and lingering toffee."" ",Single Malt,Highland,"[' rich', 'citrus', 'spice', 'long ']"
795,Glenmorangie Original w 50ml,28.99,5.0,None,-1,Glenmorangie," Highlands, Scotland - This classic malt, so creamy and fruity. To the nose, very fruity and thick. Rich notes of lemon, nectarine and apple. On the palate, fresh and balanced, vanilla. Boiled sweets, very creamy, tiramisu, toffee. The finish is quite long, gentle, malty and very fruity. ",Single Malt,,['none']
796,Glenmorangie Original w glasses,31.99,-1.0, Delicate . Malt . Fruit . Balanced ,-1,Glenmorangie," Wine Enthusiast -Highlands, Scotland- ""Delicate notes of candied apple, light toffee and pear drops...nuances of rose petals, carnations and lightly toasted malt...entry is grainy and moderately sweet; there's a burst of red pepper backed by tastes of pears, peaches, mushrooms."" Great gift for Dad. ",Single Malt,,"[' delicate', 'malt', 'fruit', 'balanced ']"
797,Glenmorangie Quinta Ruban,49.99,4.4, Rich . Butterscotch . Mint . Balanced ,91,Glenmorangie," Highlands, Scotland - . Aged for a minimum of 10 years in ex-bourbon barrels, finished for at least 2 more in oak casks once used for port. The result is a remarkably smooth whisky, with aromas and flavors of butterscotch, mint and dark chocolate. ",Single Malt,Highland,"[' rich', 'butterscotch', 'mint', 'balanced ']"
798,Glenmorangie Signet,199.99,5.0, Rich . Chocolate . Plum . Long ,95,Glenmorangie," Highland, Scotland- Matured in made-to-order casks and created from a combination of the oldest and rares Glenmorangie whiskeys, Signet uses high roasted 'chocolate' malt barley and is unchill-filtered. The velvety taste follows a nose of chocolate torte and treacle plum pudding. ",Single Malt,Highland,"[' rich', 'chocolate', 'plum', 'long ']"
799,Glenmorangie Spios,84.99,5.0,None,-1,Glenmorangie," Highland, Scotland- Matured solely in casks that previously held American rye whiskey, a spirit known for its distinctive, spicy characteristics. Spios has a herbal nose and a rich, spicy palate, followed by a long, sweet finish. ",Single Malt,Highland,['none']
800,Glenmorangie The Original,27.99,4.6, Delicate . Malt . Fruit . Balanced ,93,Glenmorangie," Wine Enthusiast -Higlands, Scotland- ""Delicate notes of candied apple, light toffee and pear drops...nuances of rose petals, carnations and lightly toasted malt. The palate entry is grainy and moderately sweet; at midpalate there’s a burst of red pepper backed by tastes of pears, peaches, mushrooms."" ",Single Malt,,"[' delicate', 'malt', 'fruit', 'balanced ']"
801,Glenmorangie Tusail,89.99,3.0,None,-1,Glenmorangie," Highlands, Scotland - An artisanal single malt handcrafted using floor-malted Maris Otter Barley. The result is a bright ochre whisky, with rich, rustic flavors of nut toffee, sweet barley malt and ginger, complementing familiar Glenmorangie notes. Sip neat and enjoy! ",Single Malt,,['none']
802,Glenrothes 12yr,45.99,-1.0,None,-1,Glenrothes, Scotland- Sherry seasoned oak casks define The Glenrothes single malt Scotch whisky. Almost 90% of casks maturing at our Speyside distillery have previously held sherry. Soleo is the traditional sun-drying process which creates the foundation for crafting the finest sherry. ,Single Malt,Speyside,['none']
803,Glenrothes 18yr,129.99,-1.0,None,-1,Glenrothes," Scotland- Matured entirely in sherry seasoned oak casks and 100% natural color, this Collection introduces a multi-dimensional flavor experience, uniquely shaped by the casks in which the spirit has been nurtured and matured. Explores the natural sun aged process for sherry grapes. ",Single Malt,Speyside,['none']
804,Glenrothes 1968,8999.99,-1.0, Medium . Creamy . Oak . Leather . Balanced ,-1,Glenrothes," Speyside, Scotland - The hallmarks of The Glenrothes are quality and purity - evident in the beautifully-balanced, elegant and well-mannered single malt, and perfectly expressed by this Extraordinary Single Cask bottling. ",Single Malt,Speyside,"[' medium', 'creamy', 'oak', 'leather', 'balanced ']"
805,Glenrothes 1978,849.99,-1.0, Rich . Plum . Caramel . Spice . Long ,-1,Glenrothes," Speyside, Scotland - Masses of plummy spice and rich honeyed treacle on the nose. Wonderful, cooked fruit compote, caramel fudge and orange syrup. Silky delivery, with a long, spicy finish. ",Single Malt,Speyside,"[' rich', 'plum', 'caramel', 'spice', 'long ']"
806,Glenrothes 1979,861.99,-1.0, Rich . Fruit . Oak . Mild ,-1,Glenrothes," Whisky Advocate-Speyside, Scotland - The oldest, from a refill butt, is for the European markets, and shows hints of rancio, truffle, leaf mold, boot polish and anise. The impression is of faded elegance with tannins, fruit, and spice in harmony, and a hint of pomegranate-like bitterness on the end. ",Single Malt,Speyside,"[' rich', 'fruit', 'oak', 'mild ']"
807,Glenrothes 1992,229.99,-1.0, Light . Plum . Honey . Mild ,-1,Glenrothes," Speyside, Scotland- Aromas of raisins, plums and bananas with malty honey tones. Although sherried, still quite fresh. Very soft taste, slightly tannic and dry. Dried apricots and bubblegum. ",Single Malt,,"[' light', 'plum', 'honey', 'mild ']"
808,Glenrothes 1995,119.99,-1.0,None,-1,Glenrothes," Speyside, Scotland - The Vintage 1995 was the first of the Vintage Expressions specifically laid in cask with the intention of, when mature, bottling as The Glenrothes. The palate is filled with exotic spices is followed by a citrus and fruity richness coated with honeyed butterscotch. ",Single Malt,,['none']
809,Glenrothes 1998,84.99,4.0, Delicate . Honey . Spice . Balanced ,92,Glenrothes," Speyside, Scotland- Cereal, honey and sweet, tropical fruits and raspberry flavors. The palate is gentle and quite sweet, with vanilla custard, coconut and cinnamon notes. The finish is medium in length and spicy. ",Single Malt,Speyside,"[' delicate', 'honey', 'spice', 'balanced ']"
810,Glenrothes 2001,63.99,-1.0,None,-1,Glenrothes," Speyside, Scotland - Selected from a variety of casks to deliver soft but stimulating properties. Combines the maturity of oaky vanilla with the fullness of ripe black cherries. Lingering finish of soft spices. An excellent demonstration of the Glenrothes brand. ",Single Malt,,['none']
811,Glenrothes 40 Year Gift,499.99,-1.0, Rich . Plum . Berry . Chocolate . Balanced ,-1,Glenrothes," Speyside, Scotland - Aroma of toasted malt, ripe fruits, pears and heathered honey. Notes of dark plums, espresso beans, berries and dark chocolate dominate the palate. Finish accented by hints of vanilla, milk chocolate, citrus and butterscotch. ",Single Malt,,"[' rich', 'plum', 'berry', 'chocolate', 'balanced ']"
812,Glenrothes Alba,55.99,-1.0,None,-1,Glenrothes," Speyside, Scotland- Creatively flavored from aging in used American oak bourbon casks. Coconut and vanilla influencing the soft, fruity body, creating a soft, creme brulee effect. Smooth, medium-length ending that leaves the tongue with subtle sweetness. ",Single Malt,,['none']
813,Glenrothes Bourbon Reserve,39.99,-1.0,None,-1,Glenrothes," Speyside, Scotland - For Bourbon Cask Reserve, John Ramsay exclusively used American oak bourbon casks, both fresh and refill. The use of wood results in an elegant and stylish expression of The Glenrothes, with notes of vanilla and coconut in abundance. Sip neat and enjoy. ",Single Malt,Speyside,['none']
814,Glenrothes Peated Cask Reserve,39.99,-1.0,None,-1,Glenrothes," Speyside, Scotland- Exceptional Vintages from different years married together in perfect harmony. The use of peated casks in this expression was a first for the distillery. Distilled in 1992 and finished in peated casks which previously held Islay Whisky. ",Single Malt,Speyside,['none']
815,Glenrothes Select,50.99,4.0, Rich . Malt . Raisin . Balanced ,-1,Glenrothes," Speyside, Scotland- A noble and complex malt with a deep, fruity nose, a medium to full body and a well rounded, raisiny palate. It is beautifully balanced, with a smooth dryness in the finish. ",Single Malt,Speyside,"[' rich', 'malt', 'raisin', 'balanced ']"
816,Glenrothes Sherry Reserve,49.99,5.0,None,-1,Glenrothes," Speyside, Scotland - The casks are predominately of European wood, which deliver a far greater array of flavors than the American equivalent, in particular regarding the resinous and dried fruit character underpinning the sherry notes. ",Single Malt,Speyside,['none']
817,Glenrothes Vintage,49.99,4.0,None,-1,Glenrothes," Speyside, Scotland - Noble and elegant while still retaining the hallmark fruitiness of the younger expressions. Rich, complex and reassuringly smooth with mature and well-balanced full flavor. ",Single Malt,,['none']
818,Gordon & MacPhail Smith's Glenlivet 1955 56 year,3599.99,-1.0,None,-1,Gordon & MacPhail,,Single Malt,Speyside,['none']
819,Gordon & MacPhail Bunnahabhain 8yr,49.99,-1.0, Delicate . Peat . Oak . Smoke . Long ,-1,Gordon & MacPhail," Islay, Scotland- Gentle, malty, nutty with a distinct saltiness, seaweed and underscored by an oiliness that blends well with a fresh sweetness. Lightly peated, hints of smoke. Malt Advocate- Best Buy of the Year. ",Single Malt,Islay & Islands,"[' delicate', 'peat', 'oak', 'smoke', 'long ']"
820,Gordon & MacPhail Caol Ila 10 Year,89.99,-1.0,None,-1,Gordon & MacPhail," Islay, Scotland - Sweet cured bacon influences, with a delicate smoky nose. Some fruits emerge. Delicate palate with spice, pepper and a rounded smoke with heavy cream. Finish is is smooth and sweet. Enjoy neat or with a splash of water. ",Single Malt,Islay & Islands,['none']
821,Gordon & MacPhail Caol Ila 9 Yr,109.99,-1.0,None,-1,Gordon & MacPhail," Islay, Scotland- This cask strength expression is full-bodied with smoky notes of bacon and baked apples, followed by a long finish with accents of both smoke and sweetness. ",Single Malt,Islay & Islands,['none']
